</s>
是_v	并非_v
滨湖_n	新城_n 滨河_n 景观带_n 生态区_n 新城区_n 园博园_n 滨水_n
鸭行馆_n
天魔_n	月影_n 国战_n 圣斗士_n 圣堂_n 修仙_n 裂天_n
吴晓琴_np	李放_np 傅小康_np 徐小萌_np 王溪_np 赵一然_np 闫枫_np 张淑燕_np 连立新_np 常雪梅_np 曹淼_np 李智勇_np 程宏毅_np
配料表_n	成分表_n 甜味剂_n 配料_n 调味料_n
呼吸器_n	绳索_n 救生艇_n 水枪_n
屈居_v
衣领_n	小刀_n 脖颈_n 上身_n 裤子_n 后背_n 脖子_n
行头_n	西装_n 包包_n 西服_n 礼帽_n 装束_n
一无所有_id
胜利路_ns	北京路_ns 北京东路_ns 人民路_ns 解放东路_ns 解放路_ns 解放西路_ns 东风路_ns 新华路_ns
百姓家_n	象牙塔_n 家门_n
西平_ns	泾川_ns
Ｋ线_n	大盘_n 缩量_n 日线_n 阴线_n 盘面_n 股指_n 周线_n 日Ｋ线_n 均线_n 综指_n 金叉_n
近在眼前_id
老干部局_n	经委_n 组织部_n 人事厅_n 党组_n 统战部_n 团区委_n 宣传部_n 区委_n 共青团_n
断档_v	滞销_v 匮乏_v 奇缺_v 短缺_v 缺_v
爱尔兰人_n	乌克兰人_n 希腊人_n 波兰人_n 德国人_n 丹麦人_n 意大利人_n 点球战_n 荷兰人_n 西班牙人_n
杨斌_np	吴玉韶_np 杨军_np 王志强_np 陈志_np 孙建平_np
地平线_n	沙漠_n 落日_n 冰川_n 冰原_n 冰山_n
剪影_n	画卷_n
城口_n	主城_n
陈廷嘉_np	杨幂_np 黄奕_np 黄百鸣_np 费翔_np
长辛店_ns	张家湾镇_ns 河北镇_ns 十八里店_ns 房山_ns 石景山区_ns 通州区_ns 房山区_ns 青龙湖_ns 青龙湖镇_ns
输赢_n	胜利者_n 胜负_n 运气_n
宽带_a	无线_a
蹒跚_v	颤抖_v 发抖_v 踱步_v 哭泣_v 挣扎_v 走路_v
高深_a	深奥_a 渊博_a
教研部_n	政治学_n 学院_n 管理科学_n 政治系_n 管理系_n 经济系_n 研究生班_n 经济学部_n 教研室_n 系主任_n 法学院_n
王媛_np	李琦_np 曾俊_np 刘桂芳_np 林芳_np 莫斯其格_np
提现_v	付款_v 免息_v 取现_v 转账_v 分期_v 跨行_v
糊_v	粘_v 抹_v 黏_v 抹布_v
二人转_n	名角_n 折子戏_n 舞台剧_n
打猎_v	防身_v 骑马_v 狩猎_v 捕猎_v
姜文_np	徐克_np 顾长卫_np 黄百鸣_np 梁家辉_np
阿德利_np	穆巴拉克_np 贾迈勒_np
娇艳_a	淡雅_a 纯白_a 翩翩_a 甜美_a 明艳_a 粉红_a 柔美_a 清丽_a
栽赃_v	杀害_v 陷害_v
高歌_v	呐喊_v 歌唱_v 响彻_v 高唱_v 唱_v
厂名_n	有机码_n 条码_n 外包装_n 包装_n 批号_n 厂址_n 标签_n 许可证号_n 包装箱_n
岷江_ns	洞庭湖_ns 城陵矶_ns 沱江_ns 渠江_ns 雅砻江_ns 长江_ns 大渡河_ns 嘉陵江_ns
脚本_n	配音_n 小说_n 题材_n 剧本_n 剪辑_n 原作_n
违规者_n	违法者_n 执法者_n
金枪鱼_n	海产_n 牡蛎_n 三文鱼_n 海参_n 海产品_n 海鱼_n 鱼头_n 鱿鱼_n 鲜鱼_n
肖华_np
王府_n	祠堂_n 宫殿_n 建筑群_n
韩长赋_np	李国英_np 苗圩_np 仇保兴_np 徐绍史_np 王世元_np 陈德铭_np 袁贵仁_np 张桃林_np 姜增伟_np 高鸿宾_np 杜玉波_np
稽查_n	工商所_n 执法局_n 网监_n 水政_n 联合区_n 盐务_n 分局_n 支队_n 稽查局_n 巡特警_n
罗伯逊_np	丁俊晖_np 曹宇鹏_np 特鲁姆普_np 罗迪克_np 傅家俊_np 塞尔比_np 伯内特_np 霍金斯_np
空投_v	补给_v 运送_v
毒液_n	麻醉剂_n 黏液_n 体表_n 软骨_n 皮层_n 唾液_n
一劳永逸_id	急于求成_id 操之过急_id 对症下药_id 一朝一夕_id
并网发电_id
自由自在_id	无时无刻_id 悠然自得_id 无拘无束_id
闭嘴_v	激怒_v 怒骂_v 嘲笑_v 指责_v 回击_v
周军_np	李明_np 朱骏_np 马悦_np
跃进_v
鄂州市_ns
维稳_np
异国他乡_id
品牌商_n	零售商_n 加盟商_n 分销商_n 团购网_n 供应商_n 渠道商_n 代理商_n 网购平台_n 商家_n 电商_n 实体店_n
大考_v	考验_v 冲刺_v
廖凯舜_np	桑潇_np 吕斌_np 韩景媛_np 陈晴_np 王金涛_np 胡慧春_np 程瑞锋_np
最低分_n	分数_n 投档线_n 志愿组_n 平均分_n 理科_n 文科_n 最高分_n 缺额_n 重点线_n 档分_n 资格线_n 文理科_n 科类_n
热刺_v	离队_v
着色_v	制成_v
摄像_n	水样_n
缓冲区_n	湿地_n 轴线_n 保护区_n 景观带_n 景观_n 湖泊_n
两用_n	条形_n
古晓宇_np	胡笑红_np 文静_np 廖丰_np 祝剑禾_np 张韦_np 马文婷_np 苗慧_np
铐_v	见状_v 追打_v 制伏_v 逃走_v
皮疹_n	红疹_n 炎症_n 红斑_n
李玄旭_np	魏宁_np 吴鹏_np 陆滢_np 秦钟午_np
Ｍｉｎｉ_n	ｍｉｎｉ_n 机皇_n
陆滢_np	吴鹏_np 叶诗文_np 秦钟午_np 孙杨_np
冀东_ns	永安_ns 新湖_ns
企鹅服_n	工作服_n 航天员_n 航天服_n 宇航服_n
肴嵣_n
王丁棉_np	董金狮_np
老玩家_n	豪礼_n 玩家_n 新手卡_n 好礼_n 新服_n 龙刃_n
建设费_n	差旅费_n 支出_n 配套费_n 费用_n 会议费_n 燃油税_n
新闻部_n	新闻部长_n
脱钩_v	挂钩_v
徐娇_np	杜宇航_np 安志杰_np 杨幂_np 樊少皇_np 谢婷婷_np 赵文卓_np
哑_v	喊_v 醒_v
盒装_n	罐装_n
蛮横_a	无礼_a 粗鲁_a
今春_t
大渡口_ns	綦江_ns 南岸区_ns 九龙坡_ns 渝北_ns 江北_ns 江津_ns 九龙坡区_ns 巴南区_ns
通体_n	圆形_n 花纹_n 灰白色_n 图案_n 形状_n
钢笔_n	铅笔_n 圆珠笔_n 笔_n 毛笔_n 书签_n 粉笔_n
裁缝_v
卓著_a	斐然_a
鸳鸯_n	梨花_n
帕夫_np	希罗科夫_np 托伊沃宁_np 克尔扎科夫_np 皮拉尔_np 施罗科夫_np 科尔扎科夫_np
俯卧_v	侧卧_v 伸展_v 伸直_v 仰卧_v
人口数_n	总人口_n 城镇化率_n 人口_n 生育率_n 性别比_n 献血率_n 贫困线_n
万事达_nz	银联_nz
穿孔_n	血肿_n 肛门_n
尹蔚民_np	孙绍骋_np 徐绍史_np 王世元_np 袁贵仁_np 王保安_np 李立国_np 王伟中_np 杜玉波_np 吴爱英_np 陈啸宏_np
史蒂芬_np	Ｆｒａｎｋ_np 克里斯_np 理查德_np 安德鲁_np 乔纳森_np Ｊｏｈｎ_np 鲍勃_np 彼得_np 尼古拉斯_np 托马斯_np 斯蒂芬_np Ｐｅｔｅｒ_np
侵扰_v	侵袭_v 抵御_v 肆虐_v
目送_v	转身_v 示意_v 站_v 飞奔_v 起身_v 小跑_v
三角洲_n	东岸_n
觑_v
网罗_v
靶子_n	家伙_n 仗_n 靶心_n
贾瀚龙_np	吴昌荣_np 郭倩_np 才扬_np 焦翔_np 张梦旭_np 刘睿_np
英德市_ns	乐平市_ns 郓城县_ns 清远市_ns
承袭_v
一朝_t
沙林_nz
蔚然成风_id	好人好事_id 各行各业_id 尊老爱幼_id
打手_n	扣球_n 吊球_n
首季_n	季度_n 进出口额_n 全年_n 单月_n 增速_n
败局_n	颜面_n 点球战_n
末尾_n	开头_n 座次_n 好事者_n
下葬_v	追思_v 安葬_v 丧礼_v 扫墓_v
序曲_n	乐曲_n 乐章_n 篇章_n 大合唱_n 交响曲_n 舞剧_n 选段_n 音乐会_n
风化_v	开裂_v 残存_v
排水口_n	泄洪沟_n 井盖_n 明渠_n 箱涵_n 排水管_n 排水沟_n 下水道_n 暗渠_n 蓄水池_n
墓主人_n	墓主_n 墓葬_n 铭文_n 墓葬群_n
饶有兴致_id	饶有兴趣_id 兴致勃勃_id
意象_n	笔墨_n 气韵_n 诗意_n 写意_n 意趣_n 意蕴_n 禅意_n 韵味_n 意境_n
缘_n	恋人_n 缘人_n 福气_n 缘分_n 姻缘_n
句容_ns	宁乡_ns 泰兴_ns 靖江_ns 金坛_ns
陈志朋_np	刘忻_np 黄小琥_np 辛晓琪_np 张震岳_np 林宥嘉_np 张靓颖_np 梁静茹_np 韩庚_np 萧敬腾_np 许飞_np 伍佰_np
捕食_v	栖息_v 觅食_v 捕猎_v 产卵_v
栈桥_n	景区_n 游船_n 栈道_n 观景台_n 竹筏_n 古运河_n 湖心_n
水工_n	钻机_n 工地_n 施工队_n
归口_v	拟订_v 属地化_v
呼吸科_n	肛肠科_n 内分泌科_n 感染科_n 急诊科_n 骨科_n 消化科_n 心内科_n 口腔科_n 儿科_n 针灸科_n 康复科_n 血液科_n 脑外科_n 中医科_n
越洋_v	拨打_v 挂断_v 拨通_v
记名_v	预选_v 表决_v 弃权_v 联名_v 审议_v 提交_v 投票_v 通过_v
灵敏度_n	精确性_n 亮度_n 电阻_n 耐用性_n 脉冲_n
异位症_n	子宫_n 宫颈炎_n 宫颈_n 宫外孕_n 盆腔炎_n 内膜癌_n 不孕症_n 异位_n 肌瘤_n 囊肿_n
糖尿病人_n	肥胖者_n 痛风_n 寒性_n 糖友_n
瀑颈行_n	瀑颈_n 辟行_n 兽馆_n
洱海_ns	乌梁素海_ns
嫀_n
大汉_n
王昌顺_np	汤彦麟_np 王晓初_np 解振华_np 魏振中_np 刘绍勇_np
托蒂_np	巴乔_np 维埃里_np 范德萨_np 皮耶罗_np 罗纳尔多_np 皮尔洛_np 范尼_np
地胶_n	球台_n 白色_n 黑色_n 粉色_n 天蓝色_n
胜利_nz
今朝_t
算盘_n	旗号_n 比方_n 小算盘_n
张韶涵_np	柴智屏_np 梁静茹_np 谢安琪_np
安度_v	失能_v 安享_v
大度_a	谦逊_a 谦虚_a 淡然_a 淡定_a 善良_a
审阅_v	初评_v 研读_v 审定_v 复评_v 查阅_v 归档_v 复核_v 审核_v 评审_v 逐项_v
麻利_a	利索_a
黄奕_np	杨幂_np 秦岚_np 闫妮_np 范晓萱_np
见证者_n	创造者_n 成就_n 历程_n 时代_n
巡讲_v	宣讲_v 活动_v
精准_n	流畅性_n
龙吻_n	电影版_n 影片_n 新片_n
应考_v	高考_v 考前_v 备考_v 赶考_v 考_v
标称_v	标注_v
金山区_ns	上海市_ns 宝山区_ns 奉贤区_ns 昆山市_ns 和平区_ns 苏州市_ns
渔夫_n	鱼儿_n 大海_n
经手_v	行贿_v 催收_v 交给_v 欠款_v
每时每刻_id	无时无刻_id 自由自在_id 时时刻刻_id
主谋_n	真凶_n 嫌疑犯_n 凶手_n 绑架案_n
鱼缸_n	冰块_n 贝壳_n 黄褐色_n 蚯蚓_n
肯塔基_ns	印第安纳_ns 明尼苏达_ns 安东尼_ns 堪萨斯_ns
险象环生_id	横冲直撞_id
承重_v
奄奄一息_id
生活圈_n	商圈_n 经济圈_n
协调员_n	人道主义_n 外交官_n
生理期_n	月经期_n 经期_n 生理性_n 排卵期_n
联华_nz	沃尔玛_nz 华联_nz 天虹_nz 永辉_nz 麦德龙_nz 百佳_nz 泰华_nz 银基_nz
骨盆_n	关节_n 腰椎_n 髋部_n 脊椎_n 腹部_n 肌腱_n 骨质增生_n 踝关节_n 四肢_n 膝关节_n 脊柱_n 颈椎_n
动产_n	贷款_n 信用证_n 抵押物_n 小额_n
欧宝_np	奇瑞_np 马自达_np 英菲尼迪_np 雷克萨斯_np
南充市_ns	江安县_ns 乐山市_ns 雅安市_ns 遂宁市_ns
大处方_n	药价_n 处方_n 药_n 抗生素_n 普通号_n
葛存壮_np	陈强_np 葛优_np 陈佩斯_np 萨奇_np 田华_np
ＧＳ_n	ＣＺ_n 航班号_n
起始价_n	宗地_n 楼面价_n 宅地_n 总价_n 容积率_n 地块_n 折合楼_n 起拍价_n 评估值_n 底价_n
笑著_n
遗精_n	肺气_n 脾_n 明目_n 肾_n 肝_n
肥东县_ns	长丰县_ns 巢湖市_ns 淄博市_ns 肥西县_ns
王立彬_np	梁金雄_np 王子江_np 卫敏丽_np 王镜宇_np
油源_n	电煤_n
十字绣_id
＂本_n	人＂_n 主代码_n 信诚_n
侵权者_n	责任_n
维金斯_np	卡文迪什_np 威金斯_np
海贼王_n	修仙_n 热血_n 海贼_n
凑合_v	做饭_v 吃饭_v 舍不得_v
夷为平地_id
南欧_ns	西欧_ns 东欧_ns 希腊_ns 欧洲_ns 西班牙_ns 北欧_ns
滨河路_ns
称雄_v	问鼎_v 勇夺_v 夺得_v
尼日利亚队_ni	挪威队_ni 突尼斯队_ni 美国队_ni 立陶宛队_ni 阿根廷队_ni
掘_v	刨_v 挖_v 凿_v
服务车_n	联系卡_n 服务点_n 卫生站_n 代办点_n 服务站_n 宣传车_n 警务站_n 卡点_n 服务卡_n 警务室_n 服务室_n
定做_v
烟雨_n	荷塘_n 春色_n
郭庚茂_np	李成玉_np 徐福顺_np 刘满仓_np 凌成兴_np 骆玉林_np 李学勇_np 张大卫_np 骆惠宁_np
生气_v	对不起_v 没事_v 嚷嚷_v 骂_v 数落_v 哭_v 埋怨_v
傲人_n	身材_n
聪慧_a	倔强_a 率真_a 刚强_a 聪颖_a 睿智_a 多情_a
新装_n	长款_n 天蓝色_n 风衣_n 套装_n
年费_n	年票_n 工本费_n 市民卡_n 手续费_n 押金_n 通卡_n 罚息_n
溶洞_n	峡谷_n 瀑布_n 溪流_n 峭壁_n 山丘_n 群山_n 山势_n
合拍_a
回味无穷_id	心旷神怡_id 耳目一新_id 赏心悦目_id 目不暇接_id 流连忘返_id 垂涎欲滴_id 难以忘怀_id
仓皇_a	慌忙_a
荔湾_ns	荔湾区_ns 天河区_ns 番禺_ns
王宏_np	李建华_np 强卫_np
宣传处_n	巡视员_n 综合处_n 业务处_n 局长_n 运输局_n 办公室_n 教育处_n 人事处_n 科技处_n 处长_n 财务处_n 政治处_n 调研员_n
沃克_np	阿夫里迪_np
实话实说_id	天花乱坠_id 过犹不及_id
高估_v	看空_v 低估_v 看淡_v 考量_v 抛压_v
菜花_n	空心菜_n 莴笋_n 黄瓜_n 菠菜_n 冬瓜_n 丝瓜_n 苋菜_n 青椒_n 豇豆_n 圆白菜_n 生菜_n
自言自语_id	有气无力_id
泾县_ns	庆阳市_ns 宁乡县_ns 焦作市_ns 东阿县_ns 临清市_ns
怒放_v	绽放_v 盛开_v
龙城_ns	中州_ns 麒麟_ns 湖南路_ns 金山_ns
迅捷_a	灵巧_a 精准_a 超强_a 灵敏_a 轻巧_a 敏捷_a 灵活_a
普锐斯_np	凯美瑞_np
乌兰察布市_ns	巴彦淖尔市_ns 慈利县_ns 永定区_ns 通辽市_ns
受伤者_n	伤员_n 伤者_n 生还者_n 车祸_n 轻伤_n 家属_n 重伤_n 死者_n 死伤者_n 重伤者_n
租下_v	铺位_v 转租_v 出租_v
鲁某_np	马某_np 袁某_np 周某_np 谭某_np 韦某_np 张某_np
衣裳_n	灰_n 布鞋_n 草鞋_n 花_n 棉袄_n 草帽_n
转院_v	求医_v 求诊_v 入院_v 收治_v 出院_v
文体局_n	文广局_n 文体厅_n 文化局_n 团区委_n 商务局_n 体育局_n
柏油路_n	小路_n 土路_n 水泥路_n 小桥_n 地势_n 引水渠_n
埃尔多安_np	阿林奇_np 马利基_np 内塔尼亚胡_np 本雅明_np 米卡提_np
白克力_n
政纪_n	党规_n 处分_n 党纪_n 条规_n 责任人员_n 行政处分_n
账务_n	账册_n 凭据_n 账目_n 合规性_n 明细表_n 明细_n 台账_n
常德市_ns	郓城县_ns 宁乡县_ns 张家界市_ns 湘潭市_ns 龙山县_ns 郴州市_ns 泸溪县_ns
兴叹_v	堵_v 望_v
青羊区_ns	岳麓区_ns 武侯区_ns 龙泉驿区_ns 成华区_ns 成都市_ns 江北区_ns 锦江区_ns 金牛区_ns
梅县_ns	福清市_ns 梅州市_ns 涵江区_ns 灵寿县_ns 城厢区_ns 云浮市_ns
长隆_ns	大乳山_ns 金沙滩_ns 沙滩_ns 亚龙湾_ns
豁免权_n	宪法_n 医改法_n 司法部长_n
防微杜渐_id	清正廉洁_id 警钟长鸣_id 严于律己_id 歪风邪气_id
梁静茹_np	张惠妹_np 梁咏琪_np 辛晓琪_np 陈志朋_np 陈奕迅_np 林忆莲_np
瓦房_n	土房_n 老楼_n 简易房_n 平房_n 楼房_n 砖瓦房_n 院子_n 老屋_n
历史剧_n	剧作_n 评书_n 名角_n 唱段_n 影视剧_n 题材_n 开篇_n
网状_n	倒梯形_n 尾灯_n 透镜_n 灯罩_n 蜂窝状_n 一体式_n 雾灯_n 前灯_n
植物性_n	矿物质_n 无机盐_n 蛋白质_n 高蛋白_n 维生素Ｂ族_n 糖类_n
上杭县_ns	武平县_ns 连城县_ns 栾川县_ns 七台河市_ns 长汀县_ns
亚的斯亚贝巴_ns	伊斯坦布尔_ns 埃塞俄比亚_ns 德黑兰_ns 阿比让_ns 金边_ns 墨西哥城_ns 莫斯科_ns
杜伟_np	康凤英_np 郑冬洁_np 胡尚明_np
扁豆_n	荠菜_n 薏米_n
哈马德_np	侯赛因_np 马苏德_np
王楠_np	张怡宁_np 郑波_np 刘春红_np 马琳_np 唐奕_np
文理类_n	理工类_n 艺术类_n 三校生_n 院校_n 高职单_n 体育类_n 资格线_n 文理科_n 科类_n
餐露_n	颊饯馆_n 癖鸵_n
金墉_np	金勇_np 理查德_np 李礼辉_np 德拉吉_np 佐利克_np
孙云峰_np	杨建臣_np 曾祥月_np
马哈茂迪_np	阿桑奇_np 阿披实_np 赛义夫_np
犯罪率_n	吸烟率_n 出生率_n 感染率_n 死亡率_n 生育率_n 发生率_n 自杀率_n 患病率_n 肥胖率_n 发病率_n 发案率_n
神级_a
长颈鹿_n	大象_n 河马_n 猫_n 猩猩_n 松鼠_n 狮子_n
中校_n	校官_n 大校_n 上尉_n 军官_n 尉官_n 少将_n 大尉_n 上校_n 少校_n 中尉_n 军衔_n 上士_n
程序化_v	法治化_v 公开化_v 常态化_v 制度化_v 内控_v 健全_v 系统化_v 阳光化_v 透明化_v 精细化_v 规范化_v 法制化_v 长效化_v 科学化_v 经常化_v
内格雷多_np	佩德罗_np 纳瓦斯_np 法布雷加斯_np 托雷斯_np 马塔_np 阿尔巴_np
证明书_n	委托书_n 有效期_n 原件_n 暂住证_n 复印件_n 公证_n
出言_v	斥责_v 激怒_v 谩骂_v 发飙_v 辱骂_v 领情_v
水木_n	词曲_n
吴克群_np	罗志祥_np 梁咏琪_np 蔡卓妍_np 吴佩慈_np 周笔畅_np 古巨基_np 陈慧琳_np
常事_n
保畅_a
反赌_v
来来往往_v	路过_v 挤满_v 进进出出_v
鲁尼_nz	沃尔科特_nz
桑切斯_np	佩雷拉_np 博尔顿_np 比达尔_np 边锋_np 罗德里格斯_np 克鲁伊维特_np 马塞洛_np
乔文科_np	诺切里诺_np
中原网_n	云网_n 中工网_n 作者_n 西部网_n 东南网_n 华龙网_n
皮草_n	连衣裙_n 牛仔_n 女装_n 真丝_n
拥戴_v	拥护_v 敬爱_v 爱戴_v
园地_n	书香_n 教育馆_n 图书室_n 书籍_n 板报_n 活动站_n 书屋_n
漏洞百出_id	不堪一击_id
炉子_n	大桶_n 柴火_n
迎娶_v	结婚_v 大婚_v
厌食_v	便秘_v 贫血_v 腹泻_v
联保_v	互保_v 担保_v 质押_v 增信_v
接连不断_id	接踵而至_id 接踵而来_id 接二连三_id 一连串_id 不期而至_id
社会学家_n	学者_n 心理学家_n 社会学_n 心理学_n 社会心理学_n 人类学_n 性学_n 系主任_n 语言学家_n
下结论_v	断定_v 推断_v
邹平_np
歌谣_n	地方戏_n 唱词_n 京剧_n 民歌_n 评弹_n 山歌_n 昆曲_n 花鼓戏_n
科技厅_n	人社厅_n 信委_n 文体厅_n 审计厅_n 商务厅_n 环保厅_n 卫生厅_n 林业厅_n 农业厅_n 农牧厅_n 国土厅_n 财政厅_n 交通厅_n 水利厅_n 省_n 文化厅_n 工信厅_n
滑板_n	马戏_n 舞池_n 舞步_n 保龄球_n
中小户型_a	中小套型_a 户型_a 改善型_a 小户型_a
王建_np	孟祥民_np 王力_np 李春生_np 李涛_np 何遥_np 刘杰_np
老吴_np	老余_np 老李_np 老周_np 老张_np 老杨_np 老赵_np
景岗山_ns
高强_a	招式_a
搏杀_v	对战_v 厮杀_v 混战_v 拼杀_v
坡地_n	沙地_n 植被_n 荒草_n 荒地_n 良田_n 水田_n 灌木_n
饱览_v	徜徉_v 领略_v 观赏_v
博鳌_ns	香格里拉_ns 浦江_ns
对标_v	测评_v 争创_v 考评_v 考核_v 内控_v
常青_a	锦绣_a
见缝插针_id
链家_n	二手房_n 家居网_n 地产_n 手房_n
王宪魁_np	李友志_np 陈桦_np 徐福顺_np 吉炳轩_np 张志南_np 骆玉林_np 许瑞生_np 张大卫_np 骆惠宁_np 虞海燕_np 李纪恒_np 陈荣凯_np
打著_v	推销_v
自负盈亏_id	自主经营_id
工程队_n	施工队_n 包工头_n 工地_n 承包人_n 村委_n 镇里_n 砖厂_n 施工方_n
狗肉_n	肉_n 鸡肉_n 栗子_n 山药_n 桂圆_n 大枣_n 生姜_n
回眸_v	感怀_v 追寻_v
泡_n	清水_n 开水_n 泡水_n 沸水_n 水泡_n 油锅_n 凉开水_n 温开水_n
熔炉_n
旅游业界_n	两地_n 旅行商_n 旅游界_n 两岸业界_n
齿舞_n	领土_n 国后岛_n 岛_n 尖阁_n 警备队_n 色丹_n
皮克斯_np	老雷斯_np
静海_ns	河东_ns 汉沽_ns 武清_ns 津南_ns 西青_ns 宁河_ns
货场_n	铁路线_n 高架_n
横版_v	格斗_v 网游_v 页游_v
藏友_n	藏家_n 收藏者_n 藏品_n 铜镜_n 钱币_n
卫敏丽_np	林晖_np 徐硙_np 潘跃_np 魏铭言_np 孙铁翔_np 胡浩_np 朱剑红_np 刘辰瑶_np 崔静_np
宁蒗彝族自治县_ns	丽江市_ns 宁蒗_ns 阿坝藏族羌族自治州_ns 盐津县_ns 盐源县_ns 宁蒗县_ns 凉山彝族自治州_ns 汶川县_ns 永宁乡_ns 高邮市_ns
孙水河_ns
国酒茅台_nz	国酒_nz
回补_v	跳空_v 急跌_v 上攻_v 震荡_v
保利_n	金域_n 地产_n 佳兆业_n
一浮到顶_id	整存整取_id
太仓_ns	镇江_ns 马鞍山_ns 仪征_ns 安徽_ns 南通_ns
桑普拉斯_np	莎拉波娃_np 斯齐亚沃尼_np 德约科维奇_np 格拉芙_np 费德勒_np
沙拉_n	豆腐_n 杏仁_n 主食_n 鸡肉_n
读书人_n
公权力_n	规制_n 权力者_n 执法者_n 公权_n 私权_n
才俊_n	青年_n 新星_n 天才_n
信息量_n	受众_n 社交_n 阅读量_n 篇幅_n
用兵_v
普及_a
退却_v	惧_v 洗礼_v
契球_n	荷兰人_n 西班牙人_n 默契球_n 意大利人_n 葡萄牙人_n
单刀_a
流放_v	战败_v
卫生署_n	卫生部_n 卫生部长_n 统计处_n 流行病学_n
警匪_n	痞子_n 守株人_n 无间道_n 动作片_n
大名_n	艺名_n 名字_n
廉洁奉公_id	恪尽职守_id 廉洁自律_id 勤政为民_id 清正廉洁_id 严于律己_id 遵纪守法_id 以身作则_id
币种_n	外币_n 英镑_n 券种_n
阿尔梅达_np	波斯蒂加_np 埃尔曼德_np 纳尼_np
陈峰_np	马利_np 宁高宁_np 郭广昌_np 刘绍勇_np
虎门镇_ns	黄江_ns 塘厦镇_ns 樟木头_ns 新华街_ns 虎门_ns 长安镇_ns
党外人士_n	干部_n 无党派_n 民主党派_n 群团_n 领导班子_n 学习会_n 盟员_n 中心组_n
全面性_n	现实性_n 有效性_n 协调性_n 预见性_n 前瞻性_n 导向性_n
憨态可掬_id	活灵活现_id
光洁_a	白嫩_a 柔滑_a 光滑_a 透亮_a
江岸_n
收藏界_n	藏家_n 收藏者_n 瓷器_n 藏品_n 寿山石_n 紫砂_n 收藏品_n 奇石_n 紫砂壶_n 钱币_n 古玉_n 收藏家_n 古玩_n
沈北_ns
读出_v
寄存_v	遗失_v 丢失_v 遗落_v
黄金时间_n	收视率_n 黄金档_n 卫视_n
收官_n
魏刚_np	仵家辉_np
自爆_a
锰_n	磷_n 镍_n 胆碱_n 纤维_n 磷酸_n 铝_n 硒_n 铅_n
新奥尔良_nz	菲尼克斯_nz
血浆_n	白细胞_n 红细胞_n 甘油_n 红血球_n 血小板_n 小板_n 体表_n 血清_n 尿酸_n
男模_n	模特儿_n 名模_n 女星_n 美女_n 模特_n Ｔ台_n
打工仔_n	老乡_n 光棍_n
污浊_a	浑浊_a 恶臭_a 稀薄_a 腥臭_a
成长型_n	公司制_n 台资_n 龙头_n 高新技术_n
杜凤云_np	蒋某_np 何某_np
金利_nz	诺德_nz 海富通_nz 国泰纳斯达克_nz
录得_v
春城_n	书香_n 明珠_n 湖畔_n
增利_v	进增_v 添利_v
雷区_n
推荐性_n	新标_n 质量法_n 国标_n 国家标准_n 标准松_n 标准_n 强制力_n 强制性_n
笔会_n	摄影展_n 书画家_n 书画_n 邀请展_n 作品展_n 名家_n 精品展_n 画展_n 书画展_n 书法展_n
斯科尔斯_np	吉格斯_np
理论局_n	党史_n 讲师团_n 旗委_n 宣讲团_n 主讲人_n 党校_n
何光海_np	杜源江_np 安国章_np 施晓慧_np 汪奇文_np 吴昌荣_np 曹妍_np 张梦旭_np 刘顺_np
分众_n	酷６_n 华数_n 搜狐_n
邵宁_np	陈存根_np 马馼_np 何勇_np
赶集网_n	百姓网_n 主页_n 商城_n 淘宝网_n
印花_v	剪裁_v
沧海_n
流行歌曲_id
浦口区_ns	南昌市_ns 江宁区_ns 包河区_ns 下关区_ns 秦淮区_ns 高淳县_ns 建邺区_ns 蜀山区_ns 雨花台区_ns 西湖区_ns
钱庄_ns
天山区_ns	槐荫区_ns 雁塔区_ns 江北区_ns 桥东区_ns 秀英区_ns 南岗_ns 惠济区_ns
法条_n	广告法_n 条文_n 拍卖法_n 刑法_n 民法_n 物权法_n 判例_n 新法_n
乌海_ns	兰州_ns 银川_ns 太原_ns 巴彦淖尔_ns 包头_ns 赤峰_ns
痴呆症_n	癌症_n 综合症_n 肥胖症_n 综合征_n 高血压_n
拆违_v	征迁_v 违建_v 拆除_v 清拆_v
出入口_n	站厅_n 入口处_n
滉_v
李乐古_np	黄永玉_np 陈大羽_np
贰号_n	保本_n 股票型_n 天利_n
韩景媛_np	桑潇_np 吕斌_np 陈晴_np 王金涛_np 胡慧春_np 廖凯舜_np 程瑞锋_np
土耳其伊斯坦布尔_ns	莫斯科_ns 伊斯坦布尔_ns
楼部_n	楼处_n 售楼部_n 样板房_n 外滩_n 别墅_n 楼员_n
海天_n	酒家_n
帕帕斯塔索普洛斯_np	迪亚曼蒂_np 斯泽斯尼_np 托罗西迪斯_np 什琴斯尼_np
配电室_n	台区_n 变电所_n 水泵_n 管道_n 主管道_n 抽水泵_n 管线_n 变电站_n 泵房_n 变压器_n
湖北人_n	湖南人_n 安徽人_n 福建人_n 河南人_n
跷_v	下意识_v 趴_v 蹲_v
噙_v	流下_v
调停_v	停火_v 和谈_v 磋商_v 敦促_v 斡旋_v
